Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Strains,pIC50,potency_label,Representative_pIC50,Flag resistance,Flag Groups,potency_bin,mol_freq,strain_freq,scaffold,umap_cluster
CHEMBL3617663,,,606.91,2.0,6.17,7c,CNC1=C([N+](=O)[O-])C(c2ccc(N3CCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)c2cc(Br)ccc2O1,IC50,'=',1750.0,nM,5.76,,,UO_0000065,0,CHEMBL3619346,organism-based format,,CHEMBL3616449,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 incubated for 72 hrs by SYBR Green 1 assay,K1,5.76,inactive,5.76,chloroquine resistant,CQR,5-6,2,5948,C1=CC(c2ccc(N3CCN(c4ccnc5ccccc45)CC3)cc2)c2ccccc2O1,190
CHEMBL3601442,,,622.76,2.0,5.13,20,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4CC(=O)O[C@@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)c2c1,IC50,'=',9.59,nM,8.02,,,UO_0000065,0,CHEMBL3602228,organism-based format,,CHEMBL3600290,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum FcB1,FcB1,8.02,high_potency,8.02,,,≥7,2,748,O=C(CC1CN2CCC1CC2Cc1ccnc2ccccc12)OC1CC2CCCC3CCC4OOC32C(O4)O1,164
CHEMBL3286864,,,394.27,0.0,2.36,31,CC(C)CN(NC(=O)C1CCC(=O)CC1)c1nc(C#N)ncc1Br,IC50,'=',48.2,nM,7.32,,,UO_0000065,0,CHEMBL3602218,organism-based format,,CHEMBL3600290,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 assessed as inhibition of parasite growth,3D7,7.32,active,7.32,,,≥7,4,7375,O=C1CCC(C(=O)NNc2ccncn2)CC1,56
CHEMBL1783732,,,752.97,2.0,6.23,36,CC(C)C[C@H](NC(=O)c1ccc(CO[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)cc1)C(=O)N[C@H](/C=C/S(C)(=O)=O)CCc1ccccc1,IC50,'=',4.21,nM,8.38,,,UO_0000065,0,CHEMBL3602225,organism-based format,,CHEMBL3600290,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum W2 assessed as inhibition of parasite growth,W2,8.38,high_potency,8.38,,,≥7,9,5923,O=C(CNC(=O)c1ccc(COC2CC3CCCC4CCC5OOC43C(O2)O5)cc1)NCCCc1ccccc1,-1
CHEMBL1783732,,,752.97,2.0,6.23,36,CC(C)C[C@H](NC(=O)c1ccc(CO[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)cc1)C(=O)N[C@H](/C=C/S(C)(=O)=O)CCc1ccccc1,IC50,'=',1.89,nM,8.72,,,UO_0000065,0,CHEMBL3602231,organism-based format,,CHEMBL3600290,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum FcR3,FcR3,8.72,high_potency,8.72,,,≥7,9,436,O=C(CNC(=O)c1ccc(COC2CC3CCCC4CCC5OOC43C(O2)O5)cc1)NCCCc1ccccc1,-1
CHEMBL4783958,,,456.98,0.0,2.58,2,Cn1cc(CN2CCC3(CCN(c4ncc(C(=O)NO)cn4)CC3)C2)c2ccccc21,IC50,'=',2.8,nM,8.55,,,UO_0000065,0,CHEMBL4713981,organism-based format,Erythrocyte,CHEMBL4706683,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against synchronized ring stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as reduction in parasite growth incubated for 72 hrs by Giemsa staining based light microscopic method,3D7,8.55,high_potency,8.55,,,≥7,7,7375,c1cnc(N2CCC3(CCN(Cc4c[nH]c5ccccc45)C3)CC2)nc1,93
CHEMBL4746683,,,454.96,0.0,2.64,21,O=C(NO)c1cnc(N2CCC3(CCN(Cc4cncc5ccccc45)C3)CC2)nc1,IC50,'=',11.5,nM,7.94,,,UO_0000065,0,CHEMBL4713981,organism-based format,Erythrocyte,CHEMBL4706683,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against synchronized ring stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as reduction in parasite growth incubated for 72 hrs by Giemsa staining based light microscopic method,3D7,7.94,high_potency,7.94,,,≥7,2,7375,c1cnc(N2CCC3(CCN(Cc4cncc5ccccc45)C3)CC2)nc1,235
CHEMBL4741043,,,504.03,0.0,4.39,30,O=C(NO)c1cnc(N2CCC3(CCN(Cc4cc5ccccc5c5ccccc45)C3)CC2)nc1,IC50,'=',8.5,nM,8.07,,,UO_0000065,0,CHEMBL4713982,organism-based format,Erythrocyte,CHEMBL4706683,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against synchronized ring stage Plasmodium falciparum Dd2 infected in human erythrocytes assessed as reduction in parasite growth incubated for 72 hrs by Giemsa staining based light microscopic method,Dd2,8.07,high_potency,8.07,,,≥7,2,3864,c1cnc(N2CCC3(CCN(Cc4cc5ccccc5c5ccccc45)C3)CC2)nc1,235
CHEMBL4760841,,,457.97,0.0,1.97,19,Cn1cc(CN2CCC3(CCN(c4ncc(C(=O)NO)cn4)CC3)C2)c2ncccc21,IC50,'=',3.8,nM,8.42,,,UO_0000065,0,CHEMBL4713991,organism-based format,Erythrocyte,CHEMBL4706683,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against artemisinin-resistant ring stage Plasmodium falciparum 6320 infected in human erythrocytes assessed as reduction in parasite growth incubated for 72 hrs by Giemsa staining based light microscopic method,6320,8.42,high_potency,8.42,artemisinin resistant,ARTR,≥7,7,8,c1cnc(N2CCC3(CCN(Cc4c[nH]c5cccnc45)C3)CC2)nc1,-1
CHEMBL3093737,,,624.77,2.0,5.69,16,O=C(CC1CCC2(CC1)OOC1(CCCCC1)OO2)NCCCCNC(=O)CC1CCC2(CC1)OOC1(CCCCC1)OO2,IC50,'=',28.9,nM,7.54,,,UO_0000065,0,CHEMBL3097010,organism-based format,,CHEMBL3091350,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasite growth inhibition after 48 hrs by SYBR green-1 dye-based fluorescence assay,3D7,7.54,high_potency,7.54,chloroquine sensitive,CQS,≥7,1,7375,O=C(CC1CCC2(CC1)OOC1(CCCCC1)OO2)NCCCCNC(=O)CC1CCC2(CC1)OOC1(CCCCC1)OO2,364
CHEMBL3093731,,,841.1,3.0,6.29,10,O=C(CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)NCCCN1CCN(CCCNC(=O)CC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,IC50,'=',3.5,nM,8.46,,,UO_0000065,0,CHEMBL3097010,organism-based format,,CHEMBL3091350,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasite growth inhibition after 48 hrs by SYBR green-1 dye-based fluorescence assay,3D7,8.46,high_potency,8.46,chloroquine sensitive,CQS,≥7,1,7375,O=C(CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)NCCCN1CCN(CCCNC(=O)CC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,367
CHEMBL3093729,,,748.91,2.0,8.24,8,O=C(CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)Nc1ccc(NC(=O)CC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)cc1,IC50,'=',58.4,nM,7.23,,,UO_0000065,0,CHEMBL3097010,organism-based format,,CHEMBL3091350,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasite growth inhibition after 48 hrs by SYBR green-1 dye-based fluorescence assay,3D7,7.23,active,7.23,chloroquine sensitive,CQS,≥7,1,7375,O=C(CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)Nc1ccc(NC(=O)CC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)cc1,367
CHEMBL3338905,,,568.74,2.0,7.24,3c,COc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2,IC50,'=',1730.0,nM,5.76,,,UO_0000065,0,CHEMBL3382423,organism-based format,,CHEMBL3352507,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum FCR3 after 48 hrs by parasite lactate dehydrogenase assay,FcR3,5.76,inactive,5.76,,,5-6,1,436,c1ccc(COCC2OC3c4ccccc4SCC3C(OCc3ccccc3)C2OCc2ccccc2)cc1,278
CHEMBL3338925,,,600.73,2.0,5.93,7c,COc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,IC50,'=',1800.0,nM,5.75,,,UO_0000065,0,CHEMBL3382422,organism-based format,,CHEMBL3352507,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 after 48 hrs by parasite lactate dehydrogenase assay,3D7,5.74,inactive,5.74,,,5-6,2,7375,O=S1(=O)CC2C(OC(COCc3ccccc3)C(OCc3ccccc3)C2OCc2ccccc2)c2ccccc21,278
CHEMBL3338915,,,568.74,2.0,6.56,5e,Cc1cccc2c1[S@@+]([O-])C[C@@H]1[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@H]21,IC50,'=',4130.0,nM,5.38,,,UO_0000065,0,CHEMBL3382422,organism-based format,,CHEMBL3352507,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 after 48 hrs by parasite lactate dehydrogenase assay,3D7,5.38,inactive,5.38,,,5-6,2,7375,c1ccc(COCC2OC3c4ccccc4[SH+]CC3C(OCc3ccccc3)C2OCc2ccccc2)cc1,-1
CHEMBL3628968,,,539.01,1.0,4.39,38,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(NC3=C(Cl)C(=O)c4ccccc4C3=O)cc1)CC2,IC50,'=',2800.0,nM,5.55,,,UO_0000065,0,CHEMBL3630240,organism-based format,,CHEMBL3627632,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against multidrug-resistant Plasmodium falciparum K1 infected in human erythrocytes after 48 hrs by [3H]hypoxanthine incorporation assay,K1,5.55,inactive,5.55,multidrug resistant,MDR,5-6,1,5948,O=C1C=C(Nc2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)C(=O)c2ccccc21,-1
CHEMBL4760054,,,416.89,0.0,2.98,4,Cc1cc(Nc2ccc(S(=O)(=O)Nc3ccccc3)cc2)n2ncnc2n1,IC50,'=',9100.0,nM,5.04,,,UO_0000065,0,CHEMBL4711932,organism-based format,,CHEMBL4706622,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against CQ-sensitive Plasmodium falciparum 3D7 infected in erythrocytes by SYBR Green dye based fluorescence assay,3D7,5.04,inactive,5.04,cq sensitive,CQS,5-6,1,7375,O=S(=O)(Nc1ccccc1)c1ccc(Nc2ccnc3ncnn23)cc1,138
CHEMBL4743588,,,430.92,0.0,3.29,7,Cc1ccc(NS(=O)(=O)c2ccc(Nc3cc(C)nc4ncnn34)cc2)cc1,IC50,'=',500.0,nM,6.3,,,UO_0000065,0,CHEMBL4711932,organism-based format,,CHEMBL4706622,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against CQ-sensitive Plasmodium falciparum 3D7 infected in erythrocytes by SYBR Green dye based fluorescence assay,3D7,6.3,active,6.3,cq sensitive,CQS,6-7,1,7375,O=S(=O)(Nc1ccccc1)c1ccc(Nc2ccnc3ncnn23)cc1,138
CHEMBL1817680,,,262.35,0.0,3.96,rac-6d,CC(C)c1ccccc1[C@H]1C[C@]2(C)CCO[C@@H]2OO1,IC50,'=',4600.0,nM,5.34,,,UO_0000065,0,CHEMBL1820553,organism-based format,,CHEMBL1817607,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human type A-positive RBC assessed as inhibition of parasite LDH activity after 72 hrs by spectrophotometric analysis,W2,5.34,inactive,5.34,chloroquine resistant,CQR,5-6,2,5923,c1ccc(C2CC3CCOC3OO2)cc1,360
CHEMBL5075532,,,415.74,1.0,6.16,8f4,C=C(c1ccc(Cl)c(Cl)c1Cl)C1COC2(OO1)C1CC3CC(C1)CC2C3,IC50,'=',42.13,nM,7.38,,,UO_0000065,0,CHEMBL5053829,organism-based format,,CHEMBL5053494,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum INDO assessed as growth inhibition by SYBER green 1 dye based fluorescence assay,INDO,7.38,active,7.38,chloroquine resistant,CQR,≥7,1,102,C=C(c1ccccc1)C1COC2(OO1)C1CC3CC(C1)CC2C3,362
CHEMBL5200010,,,435.49,1.0,6.09,40,O=C(Nc1ccccc1)Nc1cccc(Nc2nccc(Nc3ccc4[nH]ccc4c3)n2)c1,IC50,'=',93.0,nM,7.03,,,UO_0000065,0,CHEMBL5107885,organism-based format,Erythrocyte,CHEMBL5104230,1,Scientific Literature,RSC Med Chem,CHEMBL3833281,Antimalarial activity against chloroquine sensitive Plasmodium falciparum 3D7 infected in human RBC assessed as parasite growth inhibition incubated for 72 hrs by SYBR Green dye based fluorescence assay,3D7,7.03,active,7.03,chloroquine sensitive,CQS,≥7,1,7375,O=C(Nc1ccccc1)Nc1cccc(Nc2nccc(Nc3ccc4[nH]ccc4c3)n2)c1,313
CHEMBL1630,AMODIAQUINE HYDROCHLORIDE,,392.33,1.0,5.18,Amodiaquine,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,IC50,'=',15.9,nM,7.8,,,UO_0000065,0,CHEMBL1932728,organism-based format,,CHEMBL1926628,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum PH3 infected in human A positive erythrocytes assessed as inhibition of [G-3H]-hypoxanthine uptake after 24 hrs by liquid scintillation counting,PH3,7.8,high_potency,7.983333,,,≥7,75,23,c1ccc(Nc2ccnc3ccccc23)cc1,21
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',115.2,nM,6.94,,,UO_0000065,0,CHEMBL1932733,organism-based format,,CHEMBL1926628,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum TM4 infected in human A positive erythrocytes assessed as inhibition of [G-3H]-hypoxanthine uptake after 24 hrs by liquid scintillation counting,TM4,6.94,active,7.1125,,,6-7,1556,37,c1ccc2ncccc2c1,35
CHEMBL5094188,,,294.32,0.0,3.46,8a2,C=C(c1ccc(OC)c(F)c1)C1COC2(CCCC2)OO1,IC50,'=',86.37,nM,7.06,,,UO_0000065,0,CHEMBL5053830,organism-based format,,CHEMBL5053494,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against artemisinin-resistant Plasmodium falciparum Cam 3.1 R539 assessed as growth inhibition by SYBER green 1 dye based fluorescence assay,Cam 3.1^R539T,7.06,active,7.06,artemisinin resistant,ARTR,≥7,2,12,C=C(c1ccccc1)C1COC2(CCCC2)OO1,362
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,CQ,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',220.0,nM,6.66,,,UO_0000065,0,CHEMBL1776446,organism-based format,,CHEMBL1773047,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine- and pyrimethamine-resistant Plasmodium falciparum K1 infected in human red blood cells assessed as [3H]hypoxanthine incorporation after 48 hrs by liquid scintillation counting,K1,6.66,active,6.672191,chloroquine and pyrimethamine resistant,"CQR, PYRR",6-7,1556,5948,c1ccc2ncccc2c1,35
CHEMBL2046606,,,342.35,0.0,2.96,2e,O=C1c2cnc3ccccc3c2C(=O)c2c1c1ccccc1n2CCO,IC50,'=',330.0,nM,6.48,,,UO_0000065,0,CHEMBL2049828,assay format,,CHEMBL2046338,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine sensitive Plasmodium falciparum FCR-3,FcR3,6.48,active,6.48,chloroquine sensitive,CQS,6-7,1,436,O=C1c2[nH]c3ccccc3c2C(=O)c2cnc3ccccc3c21,-1
CHEMBL303933,PIPERAQUINE,3.0,535.52,2.0,5.42,PPQ,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,IC50,'=',61.0,nM,7.21,,,UO_0000065,0,CHEMBL1658401,organism-based format,,CHEMBL1649312,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum IMT K14 assessed as inhibition of [3H] incorporation after 48 hrs by scintillation counter,IMT K14,7.21,active,7.21,,,≥7,87,19,c1ccc2c(N3CCN(CCCN4CCN(c5ccnc6ccccc56)CC4)CC3)ccnc2c1,100
CHEMBL303933,PIPERAQUINE,3.0,535.52,2.0,5.42,PPQ,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,IC50,'=',47.0,nM,7.33,,,UO_0000065,0,CHEMBL1658404,organism-based format,,CHEMBL1649312,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum IMT L1 assessed as inhibition of [3H] incorporation after 48 hrs by scintillation counter,IMT L1,7.33,active,7.33,,,≥7,87,24,c1ccc2c(N3CCN(CCCN4CCN(c5ccnc6ccccc56)CC4)CC3)ccnc2c1,100
CHEMBL303933,PIPERAQUINE,3.0,535.52,2.0,5.42,PPQ,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,IC50,'=',84.0,nM,7.08,,,UO_0000065,0,CHEMBL1658402,organism-based format,,CHEMBL1649312,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum IMT K2 assessed as inhibition of [3H] incorporation after 48 hrs by scintillation counter,IMT K2,7.08,active,7.08,,,≥7,87,24,c1ccc2c(N3CCN(CCCN4CCN(c5ccnc6ccccc56)CC4)CC3)ccnc2c1,100
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',135.0,nM,6.87,,,UO_0000065,0,CHEMBL1658390,organism-based format,,CHEMBL1649312,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum 106/1 assessed as inhibition of [3H] incorporation after 48 hrs by scintillation counter,106/1,6.87,active,7.095,,,6-7,271,21,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,16
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',472.0,nM,6.33,,,UO_0000065,0,CHEMBL1658403,organism-based format,,CHEMBL1649312,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum IMT K4 assessed as inhibition of [3H] incorporation after 48 hrs by scintillation counter,IMT K4,6.33,active,6.965,,,6-7,1556,19,c1ccc2ncccc2c1,35
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',10.0,nM,8.0,,,UO_0000065,0,CHEMBL1669927,organism-based format,,CHEMBL1667740,1,Scientific Literature,J Nat Prod,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum D6 infected in human O positive red blood cells assessed as inhibition of [3H]-hypoxanthine uptake after 48 hrs,D6,8.0,high_potency,7.696122,chloroquine sensitive,CQS,≥7,1556,2297,c1ccc2ncccc2c1,35
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',99.0,nM,7.0,,,UO_0000065,0,CHEMBL3370503,organism-based format,,CHEMBL3351876,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-resistant ring stage Plasmodium falciparum W2 assessed as parasitemia after 48 hrs by flow cytometry,W2,7.0,active,6.729918,chloroquine resistant,CQR,6-7,1556,5923,c1ccc2ncccc2c1,35
CHEMBL4849926,,,255.28,0.0,2.32,3g,COc1ccc(-n2c(N)nc3ccccc32)c(O)c1,IC50,'=',168.0,nM,6.78,,,UO_0000065,0,CHEMBL4838823,organism-based format,,CHEMBL4837227,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against artemisinin-resistant Plasmodium falciparum Cam3.II^C580Y expressing K13 mutant assessed as reduction in parasite growth measured after 72 hrs by Monash assay based fluorescence analysis,Cam3.II^C580Y,6.77,active,6.77,artemisinin resistant,ARTR,6-7,3,6,c1ccc(-n2cnc3ccccc32)cc1,153
CHEMBL3289817,,,225.25,0.0,2.31,2a,Nc1nc2ccccc2n1-c1ccccc1O,IC50,'=',46.0,nM,7.34,,,UO_0000065,0,CHEMBL4838825,organism-based format,,CHEMBL4837227,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against PfATP4 inhibitor SJ557733-resistant Plasmodium falciparum Dd2 assessed as reduction in parasite growth incubated for 72 hrs by Griffith assay based fluorescence analysis,Dd2,7.34,active,6.943333,pfatp4 inhibitor sj557733 resistant,SJ557733R,≥7,12,3864,c1ccc(-n2cnc3ccccc32)cc1,153
CHEMBL129788,,,394.69,0.0,3.03,WR-99210,CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl,IC50,'=',1.5,nM,8.82,,,UO_0000065,0,CHEMBL1676409,organism-based format,,CHEMBL1671704,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum D6 harboring Plasmodium vivax DHFR F57L and S117N mutant infected in RBCs assessed as inhibition of [3H]hypoxanthine incorporation after 72 hrs,D6,8.82,high_potency,9.401429,,,≥7,20,2297,C1=NC=NCN1OCCCOc1ccccc1,17
CHEMBL747,CYCLOGUANIL,-1.0,251.72,0.0,1.53,Cycloguanil,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,IC50,'=',320.0,nM,6.5,,,UO_0000065,0,CHEMBL1676412,organism-based format,,CHEMBL1671704,1,Scientific Literature,Antimicrob Agents Chemother,,"Antimalarial activity against Plasmodium falciparum D6 harboring Plasmodium vivax DHFR F57L, S58R, T61M, S117T mutant infected in RBCs assessed as inhibition of [3H]hypoxanthine incorporation after 72 hrs",D6,6.49,active,9.09,,,6-7,26,2297,C1=NC=NCN1c1ccccc1,33
CHEMBL747,CYCLOGUANIL,-1.0,251.72,0.0,1.53,Cycloguanil,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,IC50,'=',0.118,nM,9.93,,,UO_0000065,0,CHEMBL1676291,organism-based format,,CHEMBL1671704,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum D6 infected in RBCs assessed as inhibition of [3H]hypoxanthine incorporation after 72 hrs,D6,9.93,high_potency,9.09,,,≥7,26,2297,C1=NC=NCN1c1ccccc1,33
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',500.0,nM,6.3,,,UO_0000065,0,CHEMBL1676348,organism-based format,,CHEMBL1671726,1,Scientific Literature,Antimicrob Agents Chemother,,"Antimicrobial activity against Plasmodium falciparum F09N72 harboring pfnhe1 ms4760 haplotype 5 carrying 4 copies of DNNND and 1 copy of NHNDNHNNDDD repeats, pfmdr1 86N 184Y 1034S 1042N 1246D and pfcrt 72-76 CVIET 220S infected in human erythrocytes after 72 hrs by SYBR green I-based fluorescence assay",F09N72,6.3,active,6.3,,,6-7,271,1,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,16
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',874.0,nM,6.06,,,UO_0000065,0,CHEMBL1676360,organism-based format,,CHEMBL1671726,1,Scientific Literature,Antimicrob Agents Chemother,,"Antimicrobial activity against Plasmodium falciparum F07-8 harboring pfnhe1 ms4760 haplotype 7 carrying 3 copies of DNNND and 1 copy of NHNDNHNNDDD repeats, pfmdr1 86N 184F 1034S 1042D 1246D and pfcrt 72-76 CVIET 220S infected in human erythrocytes after 72 hrs by SYBR green I-based fluorescence assay",F07-8,6.06,active,6.06,,,6-7,271,1,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,16
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',821.0,nM,6.09,,,UO_0000065,0,CHEMBL1676961,organism-based format,,CHEMBL1671726,1,Scientific Literature,Antimicrob Agents Chemother,,"Antimicrobial activity against Plasmodium falciparum F07-35 harboring pfnhe1 ms4760 haplotype 7 carrying 3 copies of DNNND and 1 copy of NHNDNHNNDDD repeats, pfmdr1 86N 184Y 1034S 1042N 1246D and pfcrt 72-76 CVIET 220S infected in human erythrocytes after 72 hrs by SYBR green I-based fluorescence assay",F07-35,6.09,active,6.09,,,6-7,271,1,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,16
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',298.0,nM,6.53,,,UO_0000065,0,CHEMBL1676962,organism-based format,,CHEMBL1671726,1,Scientific Literature,Antimicrob Agents Chemother,,"Antimicrobial activity against Plasmodium falciparum F07-40 harboring pfnhe1 ms4760 haplotype 7 carrying 3 copies of DNNND and 1 copy of NHNDNHNNDDD repeats, pfmdr1 86Y 184Y 1034S 1042N 1246D and pfcrt 72-76 CVIET 220A infected in human erythrocytes after 72 hrs by SYBR green I-based fluorescence assay",F07-40,6.53,active,6.53,,,6-7,271,1,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,16
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',514.0,nM,6.29,,,UO_0000065,0,CHEMBL1676980,organism-based format,,CHEMBL1671726,1,Scientific Literature,Antimicrob Agents Chemother,,"Antimicrobial activity against Plasmodium falciparum F09N44 harboring pfnhe1 ms4760 haplotype 7 carrying 3 copies of DNNND and 1 copy of NHNDNHNNDDD repeats, pfmdr1 86N 184Y 1034S 1042N 1246D and pfcrt 72-76 CVIET 220S infected in human erythrocytes after 72 hrs by SYBR green I-based fluorescence assay",F09N44,6.29,active,6.29,,,6-7,271,1,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,16
